stage,accuracy_mean,accuracy_std,accuracy_ci95,macro_f1_mean,macro_f1_std,macro_f1_ci95,normal_fpr_mean,normal_fpr_std,normal_fpr_ci95,zeroday_rate_mean,zeroday_rate_std,zeroday_rate_ci95,latency_ms_mean,latency_ms_std,latency_ms_ci95
S1_binary,0.8931921086675292,0.031219887580309066,0.027365438024753216,0.8677870699785892,0.040742069660147366,0.035711998623215536,0.02529944493134677,0.008689303734139979,0.007616510540058462,0.0,0.0,0.0,5.191728971264766,1.1953938590968147,1.047808916099903
S2_6class,0.9192270375161706,0.03254926008258313,0.02853068439949471,0.8907660642303409,0.05563278823037402,0.048764288934298884,0.06576102833771545,0.02673241440409058,0.023431994357614498,0.0,0.0,0.0,0.008191016429467013,0.003236679502286329,0.0028370746722890276
S3_twostage,0.774655484998156,0.0034964072307450914,0.003064736064027384,0.6366632372766714,0.008593060959191736,0.007532150028304489,0.02062518258837277,0.004575534928177437,0.004010633196069112,0.0451766476606281,0.0,0.0,0.002148194938240257,0.00016565398939903677,0.0001452021237677881
